Commodity,Year,Attribute,Value
Edible syrups: Per capita availability adjusted for loss,1972,Calories available daily-Number,1.774521736
Edible syrups: Per capita availability adjusted for loss,1973,Calories available daily-Number,1.791466163
Edible syrups: Per capita availability adjusted for loss,1974,Calories available daily-Number,1.440234533
Edible syrups: Per capita availability adjusted for loss,1975,Calories available daily-Number,1.426103799
Edible syrups: Per capita availability adjusted for loss,1976,Calories available daily-Number,1.445468409
Edible syrups: Per capita availability adjusted for loss,1977,Calories available daily-Number,1.431003158
Edible syrups: Per capita availability adjusted for loss,1978,Calories available daily-Number,1.448100695
Edible syrups: Per capita availability adjusted for loss,1979,Calories available daily-Number,1.400380816
Edible syrups: Per capita availability adjusted for loss,1980,Calories available daily-Number,1.572676975
Edible syrups: Per capita availability adjusted for loss,1981,Calories available daily-Number,1.432769548
Edible syrups: Per capita availability adjusted for loss,1982,Calories available daily-Number,1.419058185
Edible syrups: Per capita availability adjusted for loss,1983,Calories available daily-Number,1.442908784
Edible syrups: Per capita availability adjusted for loss,1984,Calories available daily-Number,1.42438722
Edible syrups: Per capita availability adjusted for loss,1985,Calories available daily-Number,1.444177829
Edible syrups: Per capita availability adjusted for loss,1986,Calories available daily-Number,1.485280671
Edible syrups: Per capita availability adjusted for loss,1987,Calories available daily-Number,1.607267002
Edible syrups: Per capita availability adjusted for loss,1988,Calories available daily-Number,1.564832615
Edible syrups: Per capita availability adjusted for loss,1989,Calories available daily-Number,1.517742721
Edible syrups: Per capita availability adjusted for loss,1990,Calories available daily-Number,1.505528152
Edible syrups: Per capita availability adjusted for loss,1991,Calories available daily-Number,1.498840438
Edible syrups: Per capita availability adjusted for loss,1992,Calories available daily-Number,0.556814746
Edible syrups: Per capita availability adjusted for loss,1993,Calories available daily-Number,0.545658235
Edible syrups: Per capita availability adjusted for loss,1994,Calories available daily-Number,0.496889584
Edible syrups: Per capita availability adjusted for loss,1995,Calories available daily-Number,0.960608854
Edible syrups: Per capita availability adjusted for loss,1996,Calories available daily-Number,2.508419941
Edible syrups: Per capita availability adjusted for loss,1997,Calories available daily-Number,2.137444442
Edible syrups: Per capita availability adjusted for loss,1998,Calories available daily-Number,2.092649908
Edible syrups: Per capita availability adjusted for loss,1999,Calories available daily-Number,1.988300965
Edible syrups: Per capita availability adjusted for loss,2000,Calories available daily-Number,2.120128136
Edible syrups: Per capita availability adjusted for loss,2001,Calories available daily-Number,3.572690551
Edible syrups: Per capita availability adjusted for loss,2002,Calories available daily-Number,3.435931974
Edible syrups: Per capita availability adjusted for loss,2003,Calories available daily-Number,2.754953324
Edible syrups: Per capita availability adjusted for loss,2004,Calories available daily-Number,2.345469299
Edible syrups: Per capita availability adjusted for loss,2005,Calories available daily-Number,2.270000097
Edible syrups: Per capita availability adjusted for loss,2006,Calories available daily-Number,2.355629758
Edible syrups: Per capita availability adjusted for loss,2007,Calories available daily-Number,2.221241677
Edible syrups: Per capita availability adjusted for loss,2008,Calories available daily-Number,2.18982889
Edible syrups: Per capita availability adjusted for loss,2009,Calories available daily-Number,2.104960984
Edible syrups: Per capita availability adjusted for loss,2010,Calories available daily-Number,2.549143121
Edible syrups: Per capita availability adjusted for loss,2011,Calories available daily-Number,2.344983651
Edible syrups: Per capita availability adjusted for loss,2012,Calories available daily-Number,2.3664607
Edible syrups: Per capita availability adjusted for loss,2013,Calories available daily-Number,2.507904846
Edible syrups: Per capita availability adjusted for loss,2014,Calories available daily-Number,2.862729698
Edible syrups: Per capita availability adjusted for loss,2015,Calories available daily-Number,3.052337163
Edible syrups: Per capita availability adjusted for loss,2016,Calories available daily-Number,2.335733292
Edible syrups: Per capita availability adjusted for loss,2017,Calories available daily-Number,2.411085794
Edible syrups: Per capita availability adjusted for loss,2018,Calories available daily-Number,2.530814435
Edible syrups: Per capita availability adjusted for loss,2019,Calories available daily-Number,2.735159493
Edible syrups: Per capita availability adjusted for loss,2020,Calories available daily-Number,2.610111793
Edible syrups: Per capita availability adjusted for loss,2021,Calories available daily-Number,3.139069723
Edible syrups: Per capita availability adjusted for loss,1970,Teaspoons available daily-Teaspoons,0.111344386
Edible syrups: Per capita availability adjusted for loss,1971,Teaspoons available daily-Teaspoons,0.112101278
Edible syrups: Per capita availability adjusted for loss,1972,Teaspoons available daily-Teaspoons,0.110907609
Edible syrups: Per capita availability adjusted for loss,1973,Teaspoons available daily-Teaspoons,0.111966635
Edible syrups: Per capita availability adjusted for loss,1974,Teaspoons available daily-Teaspoons,0.090014658
Edible syrups: Per capita availability adjusted for loss,1975,Teaspoons available daily-Teaspoons,0.089131487
Edible syrups: Per capita availability adjusted for loss,1976,Teaspoons available daily-Teaspoons,0.090341776
Edible syrups: Per capita availability adjusted for loss,1977,Teaspoons available daily-Teaspoons,0.089437697
Edible syrups: Per capita availability adjusted for loss,1978,Teaspoons available daily-Teaspoons,0.090506293
Edible syrups: Per capita availability adjusted for loss,1979,Teaspoons available daily-Teaspoons,0.087523801
Edible syrups: Per capita availability adjusted for loss,1980,Teaspoons available daily-Teaspoons,0.098292311
Edible syrups: Per capita availability adjusted for loss,1981,Teaspoons available daily-Teaspoons,0.089548097
Edible syrups: Per capita availability adjusted for loss,1982,Teaspoons available daily-Teaspoons,0.088691137
Edible syrups: Per capita availability adjusted for loss,1983,Teaspoons available daily-Teaspoons,0.090181799
Edible syrups: Per capita availability adjusted for loss,1984,Teaspoons available daily-Teaspoons,0.089024201
Edible syrups: Per capita availability adjusted for loss,1985,Teaspoons available daily-Teaspoons,0.090261114
Edible syrups: Per capita availability adjusted for loss,1986,Teaspoons available daily-Teaspoons,0.092830042
Edible syrups: Per capita availability adjusted for loss,1987,Teaspoons available daily-Teaspoons,0.100454188
Edible syrups: Per capita availability adjusted for loss,1988,Teaspoons available daily-Teaspoons,0.097802038
Edible syrups: Per capita availability adjusted for loss,1989,Teaspoons available daily-Teaspoons,0.09485892
Edible syrups: Per capita availability adjusted for loss,1990,Teaspoons available daily-Teaspoons,0.094095509
Edible syrups: Per capita availability adjusted for loss,1991,Teaspoons available daily-Teaspoons,0.093677527
Edible syrups: Per capita availability adjusted for loss,1992,Teaspoons available daily-Teaspoons,0.034800922
Edible syrups: Per capita availability adjusted for loss,1993,Teaspoons available daily-Teaspoons,0.03410364
Edible syrups: Per capita availability adjusted for loss,1994,Teaspoons available daily-Teaspoons,0.031055599
Edible syrups: Per capita availability adjusted for loss,1995,Teaspoons available daily-Teaspoons,0.060038053
Edible syrups: Per capita availability adjusted for loss,1996,Teaspoons available daily-Teaspoons,0.156776246
Edible syrups: Per capita availability adjusted for loss,1997,Teaspoons available daily-Teaspoons,0.133590278
Edible syrups: Per capita availability adjusted for loss,1998,Teaspoons available daily-Teaspoons,0.130790619
Edible syrups: Per capita availability adjusted for loss,1999,Teaspoons available daily-Teaspoons,0.12426881
Edible syrups: Per capita availability adjusted for loss,2000,Teaspoons available daily-Teaspoons,0.132508008
Edible syrups: Per capita availability adjusted for loss,2001,Teaspoons available daily-Teaspoons,0.223293159
Edible syrups: Per capita availability adjusted for loss,2002,Teaspoons available daily-Teaspoons,0.214745748
Edible syrups: Per capita availability adjusted for loss,2003,Teaspoons available daily-Teaspoons,0.172184583
Edible syrups: Per capita availability adjusted for loss,2004,Teaspoons available daily-Teaspoons,0.146591831
Edible syrups: Per capita availability adjusted for loss,2005,Teaspoons available daily-Teaspoons,0.141875006
Edible syrups: Per capita availability adjusted for loss,2006,Teaspoons available daily-Teaspoons,0.14722686
Edible syrups: Per capita availability adjusted for loss,2007,Teaspoons available daily-Teaspoons,0.138827605
Edible syrups: Per capita availability adjusted for loss,2008,Teaspoons available daily-Teaspoons,0.136864306
Edible syrups: Per capita availability adjusted for loss,2009,Teaspoons available daily-Teaspoons,0.131560061
Edible syrups: Per capita availability adjusted for loss,2010,Teaspoons available daily-Teaspoons,0.159321445
Edible syrups: Per capita availability adjusted for loss,2011,Teaspoons available daily-Teaspoons,0.146561478
Edible syrups: Per capita availability adjusted for loss,2012,Teaspoons available daily-Teaspoons,0.147903794
Edible syrups: Per capita availability adjusted for loss,2013,Teaspoons available daily-Teaspoons,0.156744053
Edible syrups: Per capita availability adjusted for loss,2014,Teaspoons available daily-Teaspoons,0.178920606
Edible syrups: Per capita availability adjusted for loss,2015,Teaspoons available daily-Teaspoons,0.190771073
Edible syrups: Per capita availability adjusted for loss,2016,Teaspoons available daily-Teaspoons,0.145983331
Edible syrups: Per capita availability adjusted for loss,2017,Teaspoons available daily-Teaspoons,0.150692862
Edible syrups: Per capita availability adjusted for loss,2018,Teaspoons available daily-Teaspoons,0.158175902
Edible syrups: Per capita availability adjusted for loss,2019,Teaspoons available daily-Teaspoons,0.170947468
Edible syrups: Per capita availability adjusted for loss,2020,Teaspoons available daily-Teaspoons,0.163131987
Edible syrups: Per capita availability adjusted for loss,2021,Teaspoons available daily-Teaspoons,0.196191858
Honey: Per capita availability adjusted for loss,1970,Primary weight-Lbs/year,1.004623218
Honey: Per capita availability adjusted for loss,1971,Primary weight-Lbs/year,0.895690573
Honey: Per capita availability adjusted for loss,1972,Primary weight-Lbs/year,1.000495483
Honey: Per capita availability adjusted for loss,1973,Primary weight-Lbs/year,0.896611281
Honey: Per capita availability adjusted for loss,1974,Primary weight-Lbs/year,0.701413114
Honey: Per capita availability adjusted for loss,1975,Primary weight-Lbs/year,1.000125016
Honey: Per capita availability adjusted for loss,1976,Primary weight-Lbs/year,0.917283922
Honey: Per capita availability adjusted for loss,1977,Primary weight-Lbs/year,0.908104378
Honey: Per capita availability adjusted for loss,1978,Primary weight-Lbs/year,1.078239774
Honey: Per capita availability adjusted for loss,1979,Primary weight-Lbs/year,1.03974584
Honey: Per capita availability adjusted for loss,1980,Primary weight-Lbs/year,0.824438141
Honey: Per capita availability adjusted for loss,1981,Primary weight-Lbs/year,0.837341172
Honey: Per capita availability adjusted for loss,1982,Primary weight-Lbs/year,0.896532121
Honey: Per capita availability adjusted for loss,1983,Primary weight-Lbs/year,0.987964508
Honey: Per capita availability adjusted for loss,1984,Primary weight-Lbs/year,0.914113934
Honey: Per capita availability adjusted for loss,1985,Primary weight-Lbs/year,0.876061996
Honey: Per capita availability adjusted for loss,1986,Primary weight-Lbs/year,1.005032184
Honey: Per capita availability adjusted for loss,1987,Primary weight-Lbs/year,0.883267986
Honey: Per capita availability adjusted for loss,1988,Primary weight-Lbs/year,0.846981932
Honey: Per capita availability adjusted for loss,1989,Primary weight-Lbs/year,0.780335869
Honey: Per capita availability adjusted for loss,1990,Primary weight-Lbs/year,0.827548539
Honey: Per capita availability adjusted for loss,1991,Primary weight-Lbs/year,0.917819752
Honey: Per capita availability adjusted for loss,1992,Primary weight-Lbs/year,0.981438654
Honey: Per capita availability adjusted for loss,1993,Primary weight-Lbs/year,1.036041148
Honey: Per capita availability adjusted for loss,1994,Primary weight-Lbs/year,0.954113037
Honey: Per capita availability adjusted for loss,1995,Primary weight-Lbs/year,0.900972406
Honey: Per capita availability adjusted for loss,1996,Primary weight-Lbs/year,0.969916741
Honey: Per capita availability adjusted for loss,1997,Primary weight-Lbs/year,0.947701745
Honey: Per capita availability adjusted for loss,1998,Primary weight-Lbs/year,0.938275779
Honey: Per capita availability adjusted for loss,1999,Primary weight-Lbs/year,1.052434178
Honey: Per capita availability adjusted for loss,2000,Primary weight-Lbs/year,1.111273681
Honey: Per capita availability adjusted for loss,2001,Primary weight-Lbs/year,0.940105928
Honey: Per capita availability adjusted for loss,2002,Primary weight-Lbs/year,1.063879442
Honey: Per capita availability adjusted for loss,2003,Primary weight-Lbs/year,1.002762073
Honey: Per capita availability adjusted for loss,2004,Primary weight-Lbs/year,0.887277439
Honey: Per capita availability adjusted for loss,2005,Primary weight-Lbs/year,1.049960654
Honey: Per capita availability adjusted for loss,2006,Primary weight-Lbs/year,1.1153003
Honey: Per capita availability adjusted for loss,2007,Primary weight-Lbs/year,0.983578405
Honey: Per capita availability adjusted for loss,2008,Primary weight-Lbs/year,0.989425382
Honey: Per capita availability adjusted for loss,2009,Primary weight-Lbs/year,0.915595265
Honey: Per capita availability adjusted for loss,2010,Primary weight-Lbs/year,1.03395231
Honey: Per capita availability adjusted for loss,2011,Primary weight-Lbs/year,1.082611358
Honey: Per capita availability adjusted for loss,2012,Primary weight-Lbs/year,1.106874682
Honey: Per capita availability adjusted for loss,2013,Primary weight-Lbs/year,1.156037631
Honey: Per capita availability adjusted for loss,2014,Primary weight-Lbs/year,1.297186922
Honey: Per capita availability adjusted for loss,2015,Primary weight-Lbs/year,1.290287274
Honey: Per capita availability adjusted for loss,2016,Primary weight-Lbs/year,1.252563078
Honey: Per capita availability adjusted for loss,2017,Primary weight-Lbs/year,1.429588492
Honey: Per capita availability adjusted for loss,2018,Primary weight-Lbs/year,1.330813354
Honey: Per capita availability adjusted for loss,2019,Primary weight-Lbs/year,1.259328965
Honey: Per capita availability adjusted for loss,2020,Primary weight-Lbs/year,1.347780018
Honey: Per capita availability adjusted for loss,2021,Primary weight-Lbs/year,1.451478847
Honey: Per capita availability adjusted for loss,1970,Loss from primary to retail weight-Percent,0
Honey: Per capita availability adjusted for loss,1971,Loss from primary to retail weight-Percent,0
Honey: Per capita availability adjusted for loss,1972,Loss from primary to retail weight-Percent,0
Honey: Per capita availability adjusted for loss,1973,Loss from primary to retail weight-Percent,0
Honey: Per capita availability adjusted for loss,1974,Loss from primary to retail weight-Percent,0
Honey: Per capita availability adjusted for loss,1975,Loss from primary to retail weight-Percent,0
Honey: Per capita availability adjusted for loss,1976,Loss from primary to retail weight-Percent,0
Honey: Per capita availability adjusted for loss,1977,Loss from primary to retail weight-Percent,0
Honey: Per capita availability adjusted for loss,1978,Loss from primary to retail weight-Percent,0
Honey: Per capita availability adjusted for loss,1979,Loss from primary to retail weight-Percent,0
Honey: Per capita availability adjusted for loss,1980,Loss from primary to retail weight-Percent,0
Honey: Per capita availability adjusted for loss,1981,Loss from primary to retail weight-Percent,0
Honey: Per capita availability adjusted for loss,1982,Loss from primary to retail weight-Percent,0
Honey: Per capita availability adjusted for loss,1983,Loss from primary to retail weight-Percent,0
Honey: Per capita availability adjusted for loss,1984,Loss from primary to retail weight-Percent,0
Honey: Per capita availability adjusted for loss,1985,Loss from primary to retail weight-Percent,0
Honey: Per capita availability adjusted for loss,1986,Loss from primary to retail weight-Percent,0
Honey: Per capita availability adjusted for loss,1987,Loss from primary to retail weight-Percent,0
Honey: Per capita availability adjusted for loss,1988,Loss from primary to retail weight-Percent,0
Honey: Per capita availability adjusted for loss,1989,Loss from primary to retail weight-Percent,0
Honey: Per capita availability adjusted for loss,1990,Loss from primary to retail weight-Percent,0
Honey: Per capita availability adjusted for loss,1991,Loss from primary to retail weight-Percent,0
Honey: Per capita availability adjusted for loss,1992,Loss from primary to retail weight-Percent,0
Honey: Per capita availability adjusted for loss,1993,Loss from primary to retail weight-Percent,0
Honey: Per capita availability adjusted for loss,1994,Loss from primary to retail weight-Percent,0
Honey: Per capita availability adjusted for loss,1995,Loss from primary to retail weight-Percent,0
Honey: Per capita availability adjusted for loss,1996,Loss from primary to retail weight-Percent,0
Honey: Per capita availability adjusted for loss,1997,Loss from primary to retail weight-Percent,0
Honey: Per capita availability adjusted for loss,1998,Loss from primary to retail weight-Percent,0
Honey: Per capita availability adjusted for loss,1999,Loss from primary to retail weight-Percent,0
Honey: Per capita availability adjusted for loss,2000,Loss from primary to retail weight-Percent,0
Honey: Per capita availability adjusted for loss,2001,Loss from primary to retail weight-Percent,0
Honey: Per capita availability adjusted for loss,2002,Loss from primary to retail weight-Percent,0
Honey: Per capita availability adjusted for loss,2003,Loss from primary to retail weight-Percent,0
Honey: Per capita availability adjusted for loss,2004,Loss from primary to retail weight-Percent,0
Honey: Per capita availability adjusted for loss,2005,Loss from primary to retail weight-Percent,0
Honey: Per capita availability adjusted for loss,2006,Loss from primary to retail weight-Percent,0
Honey: Per capita availability adjusted for loss,2007,Loss from primary to retail weight-Percent,0
Honey: Per capita availability adjusted for loss,2008,Loss from primary to retail weight-Percent,0
Honey: Per capita availability adjusted for loss,2009,Loss from primary to retail weight-Percent,0
Honey: Per capita availability adjusted for loss,2010,Loss from primary to retail weight-Percent,0
Honey: Per capita availability adjusted for loss,2011,Loss from primary to retail weight-Percent,0
Honey: Per capita availability adjusted for loss,2012,Loss from primary to retail weight-Percent,0
Honey: Per capita availability adjusted for loss,2013,Loss from primary to retail weight-Percent,0
Honey: Per capita availability adjusted for loss,2014,Loss from primary to retail weight-Percent,0
Honey: Per capita availability adjusted for loss,2015,Loss from primary to retail weight-Percent,0
Honey: Per capita availability adjusted for loss,2016,Loss from primary to retail weight-Percent,0
Honey: Per capita availability adjusted for loss,2017,Loss from primary to retail weight-Percent,0
Honey: Per capita availability adjusted for loss,2018,Loss from primary to retail weight-Percent,0
Honey: Per capita availability adjusted for loss,2019,Loss from primary to retail weight-Percent,0
Honey: Per capita availability adjusted for loss,2020,Loss from primary to retail weight-Percent,0
Honey: Per capita availability adjusted for loss,2021,Loss from primary to retail weight-Percent,0
Honey: Per capita availability adjusted for loss,1970,Retail weight-Lbs/year,1.004623218
Honey: Per capita availability adjusted for loss,1971,Retail weight-Lbs/year,0.895690573
Honey: Per capita availability adjusted for loss,1972,Retail weight-Lbs/year,1.000495483
Honey: Per capita availability adjusted for loss,1973,Retail weight-Lbs/year,0.896611281
Honey: Per capita availability adjusted for loss,1974,Retail weight-Lbs/year,0.701413114
Honey: Per capita availability adjusted for loss,1975,Retail weight-Lbs/year,1.000125016
Honey: Per capita availability adjusted for loss,1976,Retail weight-Lbs/year,0.917283922
Honey: Per capita availability adjusted for loss,1977,Retail weight-Lbs/year,0.908104378
Honey: Per capita availability adjusted for loss,1978,Retail weight-Lbs/year,1.078239774
Honey: Per capita availability adjusted for loss,1979,Retail weight-Lbs/year,1.03974584
Honey: Per capita availability adjusted for loss,1980,Retail weight-Lbs/year,0.824438141
Honey: Per capita availability adjusted for loss,1981,Retail weight-Lbs/year,0.837341172
Honey: Per capita availability adjusted for loss,1982,Retail weight-Lbs/year,0.896532121
Honey: Per capita availability adjusted for loss,1983,Retail weight-Lbs/year,0.987964508
Honey: Per capita availability adjusted for loss,1984,Retail weight-Lbs/year,0.914113934
Honey: Per capita availability adjusted for loss,1985,Retail weight-Lbs/year,0.876061996
Honey: Per capita availability adjusted for loss,1986,Retail weight-Lbs/year,1.005032184
Honey: Per capita availability adjusted for loss,1987,Retail weight-Lbs/year,0.883267986
Honey: Per capita availability adjusted for loss,1988,Retail weight-Lbs/year,0.846981932
Honey: Per capita availability adjusted for loss,1989,Retail weight-Lbs/year,0.780335869
Honey: Per capita availability adjusted for loss,1990,Retail weight-Lbs/year,0.827548539
Honey: Per capita availability adjusted for loss,1991,Retail weight-Lbs/year,0.917819752
Honey: Per capita availability adjusted for loss,1992,Retail weight-Lbs/year,0.981438654
Honey: Per capita availability adjusted for loss,1993,Retail weight-Lbs/year,1.036041148
Honey: Per capita availability adjusted for loss,1994,Retail weight-Lbs/year,0.954113037
Honey: Per capita availability adjusted for loss,1995,Retail weight-Lbs/year,0.900972406
Honey: Per capita availability adjusted for loss,1996,Retail weight-Lbs/year,0.969916741
Honey: Per capita availability adjusted for loss,1997,Retail weight-Lbs/year,0.947701745
Honey: Per capita availability adjusted for loss,1998,Retail weight-Lbs/year,0.938275779
Honey: Per capita availability adjusted for loss,1999,Retail weight-Lbs/year,1.052434178
Honey: Per capita availability adjusted for loss,2000,Retail weight-Lbs/year,1.111273681
Honey: Per capita availability adjusted for loss,2001,Retail weight-Lbs/year,0.940105928
Honey: Per capita availability adjusted for loss,2002,Retail weight-Lbs/year,1.063879442
Honey: Per capita availability adjusted for loss,2003,Retail weight-Lbs/year,1.002762073
Honey: Per capita availability adjusted for loss,2004,Retail weight-Lbs/year,0.887277439
Honey: Per capita availability adjusted for loss,2005,Retail weight-Lbs/year,1.049960654
Honey: Per capita availability adjusted for loss,2006,Retail weight-Lbs/year,1.1153003
Honey: Per capita availability adjusted for loss,2007,Retail weight-Lbs/year,0.983578405
Honey: Per capita availability adjusted for loss,2008,Retail weight-Lbs/year,0.989425382
Honey: Per capita availability adjusted for loss,2009,Retail weight-Lbs/year,0.915595265
Honey: Per capita availability adjusted for loss,2010,Retail weight-Lbs/year,1.03395231
Honey: Per capita availability adjusted for loss,2011,Retail weight-Lbs/year,1.082611358
Honey: Per capita availability adjusted for loss,2012,Retail weight-Lbs/year,1.106874682
Honey: Per capita availability adjusted for loss,2013,Retail weight-Lbs/year,1.156037631
Honey: Per capita availability adjusted for loss,2014,Retail weight-Lbs/year,1.297186922
Honey: Per capita availability adjusted for loss,2015,Retail weight-Lbs/year,1.290287274
Honey: Per capita availability adjusted for loss,2016,Retail weight-Lbs/year,1.252563078
Honey: Per capita availability adjusted for loss,2017,Retail weight-Lbs/year,1.429588492
Honey: Per capita availability adjusted for loss,2018,Retail weight-Lbs/year,1.330813354
Honey: Per capita availability adjusted for loss,2019,Retail weight-Lbs/year,1.259328965
Honey: Per capita availability adjusted for loss,2020,Retail weight-Lbs/year,1.347780018
Honey: Per capita availability adjusted for loss,2021,Retail weight-Lbs/year,1.451478847
Honey: Per capita availability adjusted for loss,1970,Loss from retail/ institutional to consumer level-Percent,11
Honey: Per capita availability adjusted for loss,1971,Loss from retail/ institutional to consumer level-Percent,11
Honey: Per capita availability adjusted for loss,1972,Loss from retail/ institutional to consumer level-Percent,11
Honey: Per capita availability adjusted for loss,1973,Loss from retail/ institutional to consumer level-Percent,11
Honey: Per capita availability adjusted for loss,1974,Loss from retail/ institutional to consumer level-Percent,11
Honey: Per capita availability adjusted for loss,1975,Loss from retail/ institutional to consumer level-Percent,11
Honey: Per capita availability adjusted for loss,1976,Loss from retail/ institutional to consumer level-Percent,11
Honey: Per capita availability adjusted for loss,1977,Loss from retail/ institutional to consumer level-Percent,11
Honey: Per capita availability adjusted for loss,1978,Loss from retail/ institutional to consumer level-Percent,11
Honey: Per capita availability adjusted for loss,1979,Loss from retail/ institutional to consumer level-Percent,11
Honey: Per capita availability adjusted for loss,1980,Loss from retail/ institutional to consumer level-Percent,11
Honey: Per capita availability adjusted for loss,1981,Loss from retail/ institutional to consumer level-Percent,11
Honey: Per capita availability adjusted for loss,1982,Loss from retail/ institutional to consumer level-Percent,11
Honey: Per capita availability adjusted for loss,1983,Loss from retail/ institutional to consumer level-Percent,11
Honey: Per capita availability adjusted for loss,1984,Loss from retail/ institutional to consumer level-Percent,11
Honey: Per capita availability adjusted for loss,1985,Loss from retail/ institutional to consumer level-Percent,11
Honey: Per capita availability adjusted for loss,1986,Loss from retail/ institutional to consumer level-Percent,11
Honey: Per capita availability adjusted for loss,1987,Loss from retail/ institutional to consumer level-Percent,11
Honey: Per capita availability adjusted for loss,1988,Loss from retail/ institutional to consumer level-Percent,11
Honey: Per capita availability adjusted for loss,1989,Loss from retail/ institutional to consumer level-Percent,11
Honey: Per capita availability adjusted for loss,1990,Loss from retail/ institutional to consumer level-Percent,11
Honey: Per capita availability adjusted for loss,1991,Loss from retail/ institutional to consumer level-Percent,11
Honey: Per capita availability adjusted for loss,1992,Loss from retail/ institutional to consumer level-Percent,11
Honey: Per capita availability adjusted for loss,1993,Loss from retail/ institutional to consumer level-Percent,11
Honey: Per capita availability adjusted for loss,1994,Loss from retail/ institutional to consumer level-Percent,11
Honey: Per capita availability adjusted for loss,1995,Loss from retail/ institutional to consumer level-Percent,11
Honey: Per capita availability adjusted for loss,1996,Loss from retail/ institutional to consumer level-Percent,11
Honey: Per capita availability adjusted for loss,1997,Loss from retail/ institutional to consumer level-Percent,11
Honey: Per capita availability adjusted for loss,1998,Loss from retail/ institutional to consumer level-Percent,11
Honey: Per capita availability adjusted for loss,1999,Loss from retail/ institutional to consumer level-Percent,11
Honey: Per capita availability adjusted for loss,2000,Loss from retail/ institutional to consumer level-Percent,11
Honey: Per capita availability adjusted for loss,2001,Loss from retail/ institutional to consumer level-Percent,11
Honey: Per capita availability adjusted for loss,2002,Loss from retail/ institutional to consumer level-Percent,11
Honey: Per capita availability adjusted for loss,2003,Loss from retail/ institutional to consumer level-Percent,11
Honey: Per capita availability adjusted for loss,2004,Loss from retail/ institutional to consumer level-Percent,11
Honey: Per capita availability adjusted for loss,2005,Loss from retail/ institutional to consumer level-Percent,11
Honey: Per capita availability adjusted for loss,2006,Loss from retail/ institutional to consumer level-Percent,11
Honey: Per capita availability adjusted for loss,2007,Loss from retail/ institutional to consumer level-Percent,11
Honey: Per capita availability adjusted for loss,2008,Loss from retail/ institutional to consumer level-Percent,11
Honey: Per capita availability adjusted for loss,2009,Loss from retail/ institutional to consumer level-Percent,11
Honey: Per capita availability adjusted for loss,2010,Loss from retail/ institutional to consumer level-Percent,11
Honey: Per capita availability adjusted for loss,2011,Loss from retail/ institutional to consumer level-Percent,11
Honey: Per capita availability adjusted for loss,2012,Loss from retail/ institutional to consumer level-Percent,11
Honey: Per capita availability adjusted for loss,2013,Loss from retail/ institutional to consumer level-Percent,11
Honey: Per capita availability adjusted for loss,2014,Loss from retail/ institutional to consumer level-Percent,11
Honey: Per capita availability adjusted for loss,2015,Loss from retail/ institutional to consumer level-Percent,11
Honey: Per capita availability adjusted for loss,2016,Loss from retail/ institutional to consumer level-Percent,11
Honey: Per capita availability adjusted for loss,2017,Loss from retail/ institutional to consumer level-Percent,11
Honey: Per capita availability adjusted for loss,2018,Loss from retail/ institutional to consumer level-Percent,11
Honey: Per capita availability adjusted for loss,2019,Loss from retail/ institutional to consumer level-Percent,11
Honey: Per capita availability adjusted for loss,2020,Loss from retail/ institutional to consumer level-Percent,11
Honey: Per capita availability adjusted for loss,2021,Loss from retail/ institutional to consumer level-Percent,11
Honey: Per capita availability adjusted for loss,1970,Consumer weight-Lbs/year,0.894114664
Honey: Per capita availability adjusted for loss,1971,Consumer weight-Lbs/year,0.79716461
Honey: Per capita availability adjusted for loss,1972,Consumer weight-Lbs/year,0.89044098
Honey: Per capita availability adjusted for loss,1973,Consumer weight-Lbs/year,0.79798404
Honey: Per capita availability adjusted for loss,1974,Consumer weight-Lbs/year,0.624257671
Honey: Per capita availability adjusted for loss,1975,Consumer weight-Lbs/year,0.890111264
Honey: Per capita availability adjusted for loss,1976,Consumer weight-Lbs/year,0.816382691
Honey: Per capita availability adjusted for loss,1977,Consumer weight-Lbs/year,0.808212896
Honey: Per capita availability adjusted for loss,1978,Consumer weight-Lbs/year,0.959633398
Honey: Per capita availability adjusted for loss,1979,Consumer weight-Lbs/year,0.925373798
Honey: Per capita availability adjusted for loss,1980,Consumer weight-Lbs/year,0.733749945
Honey: Per capita availability adjusted for loss,1981,Consumer weight-Lbs/year,0.745233643
Honey: Per capita availability adjusted for loss,1982,Consumer weight-Lbs/year,0.797913587
Honey: Per capita availability adjusted for loss,1983,Consumer weight-Lbs/year,0.879288412
Honey: Per capita availability adjusted for loss,1984,Consumer weight-Lbs/year,0.813561401
Honey: Per capita availability adjusted for loss,1985,Consumer weight-Lbs/year,0.779695177
Honey: Per capita availability adjusted for loss,1986,Consumer weight-Lbs/year,0.894478643
Honey: Per capita availability adjusted for loss,1987,Consumer weight-Lbs/year,0.786108507
Honey: Per capita availability adjusted for loss,1988,Consumer weight-Lbs/year,0.75381392
Honey: Per capita availability adjusted for loss,1989,Consumer weight-Lbs/year,0.694498923
Honey: Per capita availability adjusted for loss,1990,Consumer weight-Lbs/year,0.736518199
Honey: Per capita availability adjusted for loss,1991,Consumer weight-Lbs/year,0.816859579
Honey: Per capita availability adjusted for loss,1992,Consumer weight-Lbs/year,0.873480402
Honey: Per capita availability adjusted for loss,1993,Consumer weight-Lbs/year,0.922076622
Honey: Per capita availability adjusted for loss,1994,Consumer weight-Lbs/year,0.849160603
